NAME                           ZONE
n2d-highcpu-8                  us-central1-f
n2d-highcpu-80                 us-central1-f
n2d-highcpu-96                 us-central1-f
n2d-highmem-16                 us-central1-f
n2d-highmem-2                  us-central1-f
n2d-highmem-32                 us-central1-f
n2d-highmem-4                  us-central1-f
n2d-highmem-48                 us-central1-f
n2d-highmem-64                 us-central1-f
n2d-highmem-8                  us-central1-f
n2d-highmem-80                 us-central1-f
n2d-highmem-96                 us-central1-f
n2d-standard-128               us-central1-f
n2d-standard-16                us-central1-f
n2d-standard-2                 us-central1-f
n2d-standard-224               us-central1-f
n2d-standard-32                us-central1-f
n2d-standard-4                 us-central1-f
n2d-standard-48                us-central1-f
n2d-standard-64                us-central1-f
n2d-standard-8                 us-central1-f
n2d-standard-80                us-central1-f
n2d-standard-96                us-central1-f
n4-highcpu-16                  us-central1-f
n4-highcpu-2                   us-central1-f
n4-highcpu-32                  us-central1-f
n4-highcpu-4                   us-central1-f
n4-highcpu-48                  us-central1-f
n4-highcpu-64                  us-central1-f
n4-highcpu-8                   us-central1-f
n4-highcpu-80                  us-central1-f
n4-highmem-16                  us-central1-f
n4-highmem-2                   us-central1-f
n4-highmem-32                  us-central1-f
n4-highmem-4                   us-central1-f
n4-highmem-48                  us-central1-f
n4-highmem-64                  us-central1-f
n4-highmem-8                   us-central1-f
n4-highmem-80                  us-central1-f
n4-standard-16                 us-central1-f
n4-standard-2                  us-central1-f
n4-standard-32                 us-central1-f
n4-standard-4                  us-central1-f
n4-standard-48                 us-central1-f
n4-standard-64                 us-central1-f
n4-standard-8                  us-central1-f
n4-standard-80                 us-central1-f
t2a-standard-1                 us-central1-f
t2a-standard-16                us-central1-f
t2a-standard-2                 us-central1-f
t2a-standard-32                us-central1-f
t2a-standard-4                 us-central1-f
t2a-standard-48                us-central1-f
t2a-standard-8                 us-central1-f
t2d-standard-1                 us-central1-f
t2d-standard-16                us-central1-f
t2d-standard-2                 us-central1-f
t2d-standard-32                us-central1-f
t2d-standard-4                 us-central1-f
t2d-standard-48                us-central1-f
t2d-standard-60                us-central1-f
t2d-standard-8                 us-central1-f
z3-highmem-14-standardlssd     us-central1-f
z3-highmem-16-highlssd         us-central1-f
z3-highmem-176                 us-central1-f
z3-highmem-176-standardlssd    us-central1-f
z3-highmem-22-highlssd         us-central1-f
z3-highmem-22-standardlssd     us-central1-f
z3-highmem-32-highlssd         us-central1-f
z3-highmem-44-highlssd         us-central1-f
z3-highmem-44-standardlssd     us-central1-f
z3-highmem-8-highlssd          us-central1-f
z3-highmem-88                  us-central1-f
z3-highmem-88-highlssd         us-central1-f
z3-highmem-88-standardlssd     us-central1-f
c2d-highcpu-112                us-central1-d
c2d-highcpu-16                 us-central1-d
c2d-highcpu-2                  us-central1-d
c2d-highcpu-32                 us-central1-d
c2d-highcpu-4                  us-central1-d
c2d-highcpu-56                 us-central1-d
c2d-highcpu-8                  us-central1-d
c2d-highmem-112                us-central1-d
c2d-highmem-16                 us-central1-d
c2d-highmem-2                  us-central1-d
c2d-highmem-32                 us-central1-d
c2d-highmem-4                  us-central1-d
c2d-highmem-56                 us-central1-d
c2d-highmem-8                  us-central1-d
c2d-standard-112               us-central1-d
c2d-standard-16                us-central1-d
c2d-standard-2                 us-central1-d
c2d-standard-32                us-central1-d
c2d-standard-4                 us-central1-d
c2d-standard-56                us-central1-d
c2d-standard-8                 us-central1-d
c3-highcpu-176                 us-central1-d
c3-highcpu-22                  us-central1-d
c3-highcpu-4                   us-central1-d
c3-highcpu-44                  us-central1-d
c3-highcpu-8                   us-central1-d
c3-highcpu-88                  us-central1-d
e2-highcpu-16                  us-central1-d
e2-highcpu-2                   us-central1-d
e2-highcpu-32                  us-central1-d
e2-highcpu-4                   us-central1-d
e2-highcpu-8                   us-central1-d
e2-highmem-16                  us-central1-d
e2-highmem-2                   us-central1-d
e2-highmem-4                   us-central1-d
e2-highmem-8                   us-central1-d
e2-medium                      us-central1-d
e2-micro                       us-central1-d
e2-small                       us-central1-d
e2-standard-16                 us-central1-d
e2-standard-2                  us-central1-d
e2-standard-32                 us-central1-d
e2-standard-4                  us-central1-d
e2-standard-8                  us-central1-d
f1-micro                       us-central1-d
g1-small                       us-central1-d
m3-megamem-128                 us-central1-d
m3-megamem-64                  us-central1-d
m3-ultramem-128                us-central1-d
m3-ultramem-32                 us-central1-d
m3-ultramem-64                 us-central1-d
n1-highcpu-16                  us-central1-d
n1-highcpu-2                   us-central1-d
n1-highcpu-32                  us-central1-d
n1-highcpu-4                   us-central1-d
n1-highcpu-64                  us-central1-d
n1-highcpu-8                   us-central1-d
n1-highcpu-96                  us-central1-d
n1-highmem-16                  us-central1-d
n1-highmem-2                   us-central1-d
n1-highmem-32                  us-central1-d
n1-highmem-4                   us-central1-d
n1-highmem-64                  us-central1-d
n1-highmem-8                   us-central1-d
n1-highmem-96                  us-central1-d
n1-standard-1                  us-central1-d
n1-standard-16                 us-central1-d
n1-standard-2                  us-central1-d
n1-standard-32                 us-central1-d
n1-standard-4                  us-central1-d
n1-standard-64                 us-central1-d
n1-standard-8                  us-central1-d
n1-standard-96                 us-central1-d
n2-highcpu-16                  us-central1-d
n2-highcpu-2                   us-central1-d
n2-highcpu-32                  us-central1-d
n2-highcpu-4                   us-central1-d
n2-highcpu-48                  us-central1-d
n2-highcpu-64                  us-central1-d
n2-highcpu-8                   us-central1-d
n2-highcpu-80                  us-central1-d
n2-highcpu-96                  us-central1-d
n2-highmem-128                 us-central1-d
n2-highmem-16                  us-central1-d
n2-highmem-2                   us-central1-d
n2-highmem-32                  us-central1-d
n2-highmem-4                   us-central1-d
n2-highmem-48                  us-central1-d
n2-highmem-64                  us-central1-d
n2-highmem-8                   us-central1-d
n2-highmem-80                  us-central1-d
n2-highmem-96                  us-central1-d
n2-standard-128                us-central1-d
n2-standard-16                 us-central1-d
n2-standard-2                  us-central1-d
n2-standard-32                 us-central1-d
n2-standard-4                  us-central1-d
n2-standard-48                 us-central1-d
n2-standard-64                 us-central1-d
n2-standard-8                  us-central1-d
n2-standard-80                 us-central1-d
n2-standard-96                 us-central1-d
n2d-highcpu-128                us-central1-d
n2d-highcpu-16                 us-central1-d
n2d-highcpu-2                  us-central1-d
n2d-highcpu-224                us-central1-d
n2d-highcpu-32                 us-central1-d
n2d-highcpu-4                  us-central1-d
n2d-highcpu-48                 us-central1-d
n2d-highcpu-64                 us-central1-d
n2d-highcpu-8                  us-central1-d
n2d-highcpu-80                 us-central1-d
n2d-highcpu-96                 us-central1-d
n2d-highmem-16                 us-central1-d
n2d-highmem-2                  us-central1-d
n2d-highmem-32                 us-central1-d
n2d-highmem-4                  us-central1-d
n2d-highmem-48                 us-central1-d
n2d-highmem-64                 us-central1-d
n2d-highmem-8                  us-central1-d
n2d-highmem-80                 us-central1-d
n2d-highmem-96                 us-central1-d
n2d-standard-128               us-central1-d
n2d-standard-16                us-central1-d
n2d-standard-2                 us-central1-d
n2d-standard-224               us-central1-d
n2d-standard-32                us-central1-d
n2d-standard-4                 us-central1-d
n2d-standard-48                us-central1-d
n2d-standard-64                us-central1-d
n2d-standard-8                 us-central1-d
n2d-standard-80                us-central1-d
n2d-standard-96                us-central1-d
t2a-standard-1                 us-central1-d
t2a-standard-16                us-central1-d
t2a-standard-2                 us-central1-d
t2a-standard-32                us-central1-d
t2a-standard-4                 us-central1-d
t2a-standard-48                us-central1-d
t2a-standard-8                 us-central1-d
t2d-standard-1                 us-central1-d
t2d-standard-16                us-central1-d
t2d-standard-2                 us-central1-d
t2d-standard-32                us-central1-d
t2d-standard-4                 us-central1-d
t2d-standard-48                us-central1-d
t2d-standard-60                us-central1-d
t2d-standard-8                 us-central1-d
z3-highmem-14-standardlssd     us-central1-d
z3-highmem-16-highlssd         us-central1-d
z3-highmem-176                 us-central1-d
z3-highmem-176-standardlssd    us-central1-d
z3-highmem-22-highlssd         us-central1-d
z3-highmem-22-standardlssd     us-central1-d
z3-highmem-32-highlssd         us-central1-d
z3-highmem-44-highlssd         us-central1-d
z3-highmem-44-standardlssd     us-central1-d
z3-highmem-8-highlssd          us-central1-d
z3-highmem-88                  us-central1-d
z3-highmem-88-highlssd         us-central1-d
z3-highmem-88-standardlssd     us-central1-d
